season_code,gamecode_num,gamecode_full,date,team_code,opponent_code,home_away,player_id,player_name,min,pts,ast,reb,stl,blk,to,pf,fgm,fga,tpm,tpa,ftm,fta,ts,efg,usage_proxy
E2025,34,E2025_34,2025-10-14T00:00:00+00:00,OLY,IST,home,P003469,"VEZENKOV, SASHA",29.9,12.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,6.0,0.0,3.0,8.0,9.0,0.6024096385542168,0.3333333333333333,12.96
E2025,34,E2025_34,2025-10-14T00:00:00+00:00,OLY,IST,home,P003941,"MILUTINOV, NIKOLA",19.433333333333334,7.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,3.0,4.0,0.5177514792899408,0.4,6.76
E2025,34,E2025_34,2025-10-14T00:00:00+00:00,OLY,IST,home,P006591,"NTILIKINA, FRANK",29.066666666666666,9.0,0.0,0.0,2.0,0.0,3.0,3.0,4.0,11.0,0.0,4.0,1.0,1.0,0.3933566433566434,0.36363636363636365,14.44
E2025,34,E2025_34,2025-10-14T00:00:00+00:00,OLY,IST,home,P008829,"PETERS, ALEC",17.516666666666666,14.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,6.0,4.0,5.0,0.0,0.0,1.1666666666666667,1.1666666666666667,7.0
E2025,34,E2025_34,2025-10-14T00:00:00+00:00,OLY,IST,home,P009849,"DORSEY, TYLER",23.066666666666666,11.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,12.0,3.0,8.0,0.0,0.0,0.4583333333333333,0.4583333333333333,14.0
E2025,34,E2025_34,2025-10-14T00:00:00+00:00,OLY,IST,home,P010392,"LARENTZAKIS, GIANNOULIS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E2025,34,E2025_34,2025-10-14T00:00:00+00:00,OLY,IST,home,P011196,"HALL, DONTA",16.35,6.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,0.7731958762886598,0.6666666666666666,4.88
E2025,34,E2025_34,2025-10-14T00:00:00+00:00,OLY,IST,home,P011221,"ANTETOKOUNMPO, KOSTAS",3.9833333333333334,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
E2025,34,E2025_34,2025-10-14T00:00:00+00:00,OLY,IST,home,P012610,"WARD, TYSON",30.1,13.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,7.0,1.0,3.0,6.0,10.0,0.5701754385964912,0.5,12.4
E2025,34,E2025_34,2025-10-14T00:00:00+00:00,OLY,IST,home,P013389,"LEE, SABEN",12.45,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
E2025,34,E2025_34,2025-10-14T00:00:00+00:00,OLY,IST,home,P014122,"NETZIPOGLOU, OMIROS",0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E2025,36,E2025_36,2025-10-15T00:00:00+00:00,PAN,ASV,home,P001926,"SLOUKAS, KOSTAS",11.866666666666667,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.29069767441860467,0.3333333333333333,3.44
E2025,36,E2025_36,2025-10-15T00:00:00+00:00,PAN,ASV,home,P002328,"GRIGONIS, MARIUS",10.083333333333334,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.75,0.75,2.0
E2025,36,E2025_36,2025-10-15T00:00:00+00:00,PAN,ASV,home,P004088,"OSMAN, CEDI",28.983333333333334,12.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,2.0,5.0,4.0,6.0,0.5639097744360902,0.5,10.64
E2025,36,E2025_36,2025-10-15T00:00:00+00:00,PAN,ASV,home,P005353,"YURTSEVEN, OMER",8.866666666666667,4.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,4.0
E2025,36,E2025_36,2025-10-15T00:00:00+00:00,PAN,ASV,home,P007866,"MITOGLOU, KONSTANTINOS",17.666666666666668,6.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,0.797872340425532,1.0,4.76
E2025,36,E2025_36,2025-10-15T00:00:00+00:00,PAN,ASV,home,P011085,"ROGKAVOPOULOS, NIKOLAOS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E2025,36,E2025_36,2025-10-15T00:00:00+00:00,PAN,ASV,home,P011204,"GRANT, JERIAN",13.816666666666666,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,3.0,0.0,0.0,0.5,0.5,5.0
E2025,36,E2025_36,2025-10-15T00:00:00+00:00,PAN,ASV,home,P011209,"KALAITZAKIS, PANAGIOTIS",7.283333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E2025,36,E2025_36,2025-10-15T00:00:00+00:00,PAN,ASV,home,P012608,"SHORTS, TJ",13.083333333333334,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.5,0.5,5.0
E2025,36,E2025_36,2025-10-15T00:00:00+00:00,PAN,ASV,home,P012712,"HERNANGOMEZ, JUANCHO",24.683333333333334,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,1.0,3.0,0.0,0.0,0.4166666666666667,0.4166666666666667,6.0
E2025,36,E2025_36,2025-10-15T00:00:00+00:00,PAN,ASV,home,P012774,"NUNN, KENDRICK",34.88333333333333,26.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,19.0,2.0,7.0,6.0,6.0,0.6007393715341959,0.5263157894736842,23.64
E2025,36,E2025_36,2025-10-15T00:00:00+00:00,PAN,ASV,home,P014011,"HOLMES, RICHAUN",28.783333333333335,24.0,0.0,0.0,0.0,1.0,1.0,2.0,11.0,12.0,0.0,0.0,2.0,4.0,0.872093023255814,0.9166666666666666,14.76
E2025,43,E2025_43,2025-10-16T00:00:00+00:00,OLY,TEL,away,P001255,"PAPANIKOLAOU, KOSTAS",17.183333333333334,3.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,0.75,0.75,3.0
E2025,43,E2025_43,2025-10-16T00:00:00+00:00,OLY,TEL,away,P003469,"VEZENKOV, SASHA",29.9,23.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,12.0,2.0,5.0,5.0,5.0,0.8098591549295775,0.75,15.2
E2025,43,E2025_43,2025-10-16T00:00:00+00:00,OLY,TEL,away,P003941,"MILUTINOV, NIKOLA",20.7,23.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,9.0,0.0,0.0,7.0,8.0,0.9185303514376997,0.8888888888888888,12.52
E2025,43,E2025_43,2025-10-16T00:00:00+00:00,OLY,TEL,away,P006591,"NTILIKINA, FRANK",23.466666666666665,7.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,0.7172131147540983,0.625,5.88
E2025,43,E2025_43,2025-10-16T00:00:00+00:00,OLY,TEL,away,P008829,"PETERS, ALEC",10.1,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.5,0.5,4.0
E2025,43,E2025_43,2025-10-16T00:00:00+00:00,OLY,TEL,away,P009849,"DORSEY, TYLER",34.78333333333333,18.0,0.0,0.0,1.0,0.0,4.0,1.0,7.0,16.0,2.0,8.0,2.0,2.0,0.533175355450237,0.5,20.88
